layerCount,neuronCount,neuronInputCount,trainMACE,testMACE,trainARGM,testARGM
1,1,1,0.05115821,0.05072746,0.0904,0.0852
1,11,1,0.05160771,0.051137645,0.08781666,0.084
11,1,1,0.051660158,0.051171284,0.0881,0.084
1,1,11,0.051353037,0.050619293,0.089266665,0.0847
1,1,21,0.051243,0.050763868,0.08856667,0.0847
21,1,1,0.05120877,0.050685197,0.08705,0.0828
1,21,1,0.05173319,0.051194586,0.088933334,0.0849
31,1,1,0.051493485,0.05098008,0.0888,0.0851
1,31,1,0.05194092,0.051441245,0.088366665,0.0855
1,1,31,0.05101569,0.050506346,0.08995,0.0855
1,41,1,0.05029249,0.049776264,0.08835,0.0843
1,1,41,0.051412962,0.051061828,0.0877,0.0853
41,1,1,0.051297408,0.050631,0.08753333,0.0821
1,51,1,0.051134918,0.050440557,0.08805,0.0839
51,1,1,0.051397882,0.050842296,0.08978333,0.0868
1,1,51,0.05112071,0.050668012,0.08738333,0.0841
1,1,61,0.05210433,0.05178783,0.08981667,0.0879
1,61,1,0.0516483,0.050910376,0.08698333,0.0832
61,1,1,0.049899388,0.049326185,0.08908334,0.0861
1,1,71,0.05115644,0.050922226,0.08755,0.0822
1,71,1,0.05127915,0.050636414,0.09091666,0.0875
71,1,1,0.05119465,0.05036666,0.08793333,0.0854
1,81,1,0.051232267,0.050685138,0.08771667,0.0846
1,1,81,0.051741567,0.051402565,0.08785,0.0847
81,1,1,0.051560313,0.05094376,0.08826666,0.0861
91,1,1,0.050697453,0.050146144,0.08735,0.0829
1,1,91,0.050608553,0.05000674,0.08888333,0.0851
1,91,1,0.051226847,0.050407548,0.089616664,0.0834
1,11,11,0.050915565,0.050361093,0.08695,0.0856
11,11,1,0.05111387,0.05070095,0.08866667,0.0873
11,1,11,0.05116724,0.050612807,0.08756667,0.0851
1,21,11,0.050378874,0.049819943,0.08748333,0.0839
1,11,21,0.051353104,0.05080883,0.0883,0.0849
21,1,11,0.051537357,0.050877437,0.08835,0.0851
11,1,21,0.052191213,0.051736917,0.087466665,0.0854
11,21,1,0.05110785,0.05044847,0.08828333,0.0831
21,11,1,0.05167985,0.051146455,0.08765,0.0828
31,11,1,0.050866265,0.050379213,0.08685,0.0836
1,31,11,0.050253667,0.04958333,0.08703333,0.0837
11,1,31,0.04942311,0.048811357,0.084133334,0.0809
31,1,11,0.050242353,0.04964625,0.0867,0.0849
11,31,1,0.050539274,0.049879648,0.090333335,0.0854
1,11,31,0.050118104,0.049773585,0.08618333,0.0834
21,1,21,0.049817678,0.049264945,0.08496667,0.0822
1,21,21,0.04999767,0.049345616,0.08516667,0.0802
21,21,1,0.05126783,0.050607763,0.0877,0.0832
11,41,1,0.05022053,0.04960642,0.08825,0.0853
1,11,41,0.049712475,0.04919609,0.08341666,0.0796
41,1,11,0.04942435,0.048738346,0.087,0.0816
1,41,11,0.05090299,0.050151996,0.086166665,0.0832
11,1,41,0.049910985,0.04936185,0.08528333,0.0829
41,11,1,0.050368834,0.04978536,0.08875,0.0854
11,51,1,0.05088851,0.050209615,0.08766667,0.083
51,11,1,0.050684124,0.0501155,0.0868,0.0832
51,1,11,0.050597202,0.050011795,0.08581667,0.0824
1,51,11,0.05098414,0.05026421,0.08495,0.0834
1,11,51,0.050029263,0.049728736,0.08415,0.0812
11,1,51,0.049455978,0.04907188,0.0821,0.0794
31,21,1,0.050123367,0.049545243,0.08933333,0.087
21,31,1,0.05107633,0.050701857,0.08873333,0.0859
1,31,21,0.050356835,0.049842548,0.08623333,0.0826
31,1,21,0.049718007,0.049055524,0.08546667,0.0819
21,1,31,0.049670972,0.04927946,0.0837,0.081
1,21,31,0.05029958,0.049845196,0.084916666,0.0823
11,1,61,0.049243204,0.048991833,0.08106667,0.0776
61,11,1,0.05046485,0.049679525,0.08855,0.0857
1,61,11,0.050132554,0.049734637,0.08675,0.0845
11,61,1,0.050197974,0.04952368,0.08646667,0.084
61,1,11,0.049773663,0.04924528,0.086433336,0.0841
1,11,61,0.050524063,0.050294038,0.08115,0.0798
1,11,71,0.04946778,0.0491122,0.082216665,0.0793
71,11,1,0.050656747,0.050164293,0.088366665,0.0849
71,1,11,0.0498352,0.049350332,0.08688334,0.0844
11,1,71,0.04892821,0.04870136,0.08225,0.0805
1,71,11,0.049520314,0.048931945,0.08568333,0.0816
11,71,1,0.05062376,0.04978743,0.0878,0.084
41,1,21,0.04964155,0.049195737,0.0849,0.0818
21,41,1,0.050323796,0.049384102,0.0897,0.0855
1,21,41,0.049556497,0.049185976,0.0838,0.0804
1,41,21,0.05010743,0.04954871,0.08465,0.083
21,1,41,0.048408836,0.047965,0.08236667,0.0787
41,21,1,0.049859233,0.049360186,0.0889,0.0841
81,1,11,0.049998507,0.049497046,0.08575,0.0832
11,81,1,0.050072674,0.04947602,0.08985,0.0847
1,11,81,0.049614597,0.04919866,0.08273333,0.082
11,1,81,0.04905088,0.048619132,0.08471667,0.0808
1,81,11,0.049923636,0.04942581,0.08635,0.0832
81,11,1,0.050816227,0.050306212,0.08776667,0.0836
1,31,31,0.048109077,0.04773751,0.0813,0.0792
31,31,1,0.050542973,0.04986379,0.08685,0.0837
31,1,31,0.05092192,0.050358403,0.08303333,0.0796
11,1,91,0.047698196,0.0474663,0.078616664,0.0751
91,11,1,0.051209643,0.050684903,0.08765,0.0841
1,11,91,0.05039109,0.04986934,0.0843,0.0822
11,91,1,0.0505499,0.049856454,0.08798333,0.0852
1,91,11,0.050639533,0.050253242,0.08501667,0.0836
91,1,11,0.0501251,0.049653243,0.0839,0.0823
51,21,1,0.05087732,0.050204854,0.08805,0.0856
21,1,51,0.048918314,0.048173107,0.08325,0.0785
51,1,21,0.05004769,0.049387384,0.08385,0.081
21,51,1,0.050668545,0.049998034,0.08795,0.0863
1,51,21,0.04961315,0.049330845,0.084233336,0.0836
1,21,51,0.0489106,0.048582684,0.082333334,0.0783
41,31,1,0.050019298,0.04951969,0.0871,0.0845
1,31,41,0.04750275,0.047228683,0.07833333,0.077
1,41,31,0.0493466,0.04874383,0.08115,0.0791
31,1,41,0.04784078,0.047635663,0.07998333,0.0782
41,1,31,0.049038798,0.048509974,0.0829,0.0801
31,41,1,0.049560618,0.048804462,0.08868334,0.0842
61,21,1,0.050680418,0.05003773,0.08873333,0.0856
21,1,61,0.049171567,0.048596933,0.08133333,0.0779
1,21,61,0.048070796,0.047693226,0.079616666,0.0781
21,61,1,0.050431576,0.049883574,0.08731667,0.0836
1,61,21,0.049015295,0.048521798,0.08565,0.0821
61,1,21,0.048030447,0.047496416,0.0798,0.0775
11,11,11,0.04940205,0.048792552,0.08335,0.0794
1,21,71,0.046505928,0.04599226,0.073816665,0.0708
1,71,21,0.048925787,0.048634663,0.08036666,0.0781
71,1,21,0.04786579,0.047097348,0.08225,0.0775
71,21,1,0.051527593,0.050770883,0.0859,0.0816
21,1,71,0.048592668,0.048441097,0.07765,0.0758
21,71,1,0.05076394,0.050239194,0.08693333,0.0843
1,51,31,0.048054244,0.047484484,0.0824,0.0798
51,31,1,0.049724843,0.04904195,0.08628333,0.0848
31,1,51,0.04851561,0.04798839,0.07806667,0.0751
31,51,1,0.05112295,0.050465498,0.087516665,0.087
51,1,31,0.048719723,0.048411686,0.081266664,0.0788
1,31,51,0.047176346,0.046783373,0.07805,0.0744
1,41,41,0.04777937,0.047479667,0.08021667,0.0775
41,41,1,0.05117353,0.050408293,0.0878,0.0851
41,1,41,0.047152985,0.046879552,0.07616667,0.076
1,21,81,0.04689394,0.046818603,0.0764,0.0754
81,1,21,0.04830187,0.047924083,0.08043333,0.079
81,21,1,0.05019093,0.049459316,0.088416666,0.0851
21,1,81,0.046996154,0.04664665,0.0766,0.0763
21,81,1,0.051265024,0.050689496,0.0886,0.085
1,81,21,0.048433673,0.047860876,0.08043333,0.0779
61,31,1,0.04987127,0.049203526,0.086383335,0.083
61,1,31,0.048157126,0.0476235,0.07796667,0.0757
31,61,1,0.05090465,0.050298683,0.08671667,0.0827
31,1,61,0.047090586,0.046523012,0.076016665,0.077
1,31,61,0.047829133,0.04754392,0.079283334,0.0772
1,61,31,0.048786893,0.04840849,0.07836667,0.0778
21,1,91,0.046318967,0.046055526,0.07491667,0.0742
1,91,21,0.047079466,0.046528954,0.07836667,0.0764
1,21,91,0.046890914,0.046618283,0.076733336,0.0745
21,91,1,0.049899247,0.04936773,0.08821667,0.0849
91,1,21,0.047714897,0.04735446,0.079383336,0.0768
91,21,1,0.05091015,0.05018368,0.086566664,0.0837
51,1,41,0.0472779,0.046991654,0.07558333,0.0743
1,41,51,0.046660617,0.046389513,0.0762,0.0747
51,41,1,0.050989885,0.050226483,0.086566664,0.0833
1,51,41,0.04677172,0.04644595,0.076016665,0.0739
41,1,51,0.046150096,0.045849692,0.076416664,0.0737
41,51,1,0.050691895,0.050196625,0.08668333,0.0822
31,1,71,0.045930296,0.045601934,0.07385,0.0738
71,1,31,0.047886144,0.047329955,0.07895,0.0766
31,71,1,0.04975315,0.049287196,0.08776667,0.086
71,31,1,0.05034998,0.049752094,0.08761667,0.0856
1,71,31,0.04640712,0.046080448,0.07625,0.0734
1,31,71,0.046336375,0.045996983,0.072966665,0.0717
1,41,61,0.047996707,0.0476252,0.0761,0.0748
41,61,1,0.050194163,0.04968604,0.087183334,0.084
61,1,41,0.046552666,0.046314836,0.07748333,0.0761
61,41,1,0.04982805,0.049004342,0.0878,0.0824
1,61,41,0.046434503,0.0461127,0.0743,0.0737
41,1,61,0.045764104,0.045431606,0.074533336,0.0736
31,81,1,0.051128034,0.05042953,0.08625,0.0817
1,31,81,0.046711285,0.04632371,0.0754,0.0733
81,31,1,0.049670625,0.049013607,0.08695,0.0828
1,81,31,0.047117084,0.04663649,0.075666666,0.0739
81,1,31,0.046526864,0.046074014,0.07783333,0.0746
31,1,81,0.045867436,0.045392007,0.07446667,0.0728
11,21,11,0.047815148,0.047384374,0.081,0.078
21,11,11,0.047706105,0.047210254,0.08208334,0.0793
11,11,21,0.046918858,0.046595942,0.07885,0.0766
1,51,51,0.046265196,0.046049833,0.07526667,0.0747
51,51,1,0.049919393,0.049307507,0.0875,0.0837
51,1,51,0.04512381,0.044784863,0.070933335,0.0691
1,31,91,0.04519472,0.0447721,0.07055,0.069
91,31,1,0.050027717,0.04925895,0.08603334,0.0819
91,1,31,0.04631276,0.04608458,0.076066665,0.0757
1,91,31,0.046830818,0.04646075,0.07825,0.0757
31,91,1,0.050413173,0.0495668,0.08705,0.0808
31,1,91,0.04579325,0.045299146,0.07196666,0.069
1,71,41,0.04564827,0.04511068,0.07368334,0.0719
1,41,71,0.045507174,0.044889864,0.07175,0.0705
41,1,71,0.046570163,0.04623914,0.07481667,0.0719
71,41,1,0.050812263,0.050102774,0.08556667,0.0824
41,71,1,0.049843136,0.049117763,0.08765,0.085
71,1,41,0.045330588,0.04484291,0.072116666,0.0698
61,51,1,0.05012088,0.04953474,0.08775,0.0837
1,51,61,0.045572687,0.04509612,0.07271667,0.0724
51,61,1,0.049385555,0.048756264,0.08513334,0.0825
1,61,51,0.04546446,0.045181427,0.07193334,0.0696
51,1,61,0.04503387,0.04466711,0.07066666,0.0685
61,1,51,0.044901364,0.04452494,0.073133335,0.0703
81,1,41,0.0454144,0.04507487,0.07378333,0.0717
1,41,81,0.04608419,0.04604365,0.07083333,0.0701
1,81,41,0.0459541,0.045586962,0.07345,0.0716
41,1,81,0.044895187,0.044486567,0.07056667,0.0676
81,41,1,0.04991286,0.04940741,0.08953334,0.0875
41,81,1,0.051387805,0.050648082,0.08761667,0.0825
71,1,51,0.044691354,0.044454742,0.0715,0.0697
51,71,1,0.050392438,0.04987498,0.086433336,0.0834
51,1,71,0.044315428,0.044077933,0.071266666,0.0694
1,71,51,0.043581817,0.0433382,0.07045,0.0686
1,51,71,0.04496857,0.044748783,0.07056667,0.0705
71,51,1,0.050754257,0.050288532,0.08613333,0.0821
61,1,61,0.043340106,0.0429288,0.06855,0.0652
1,61,61,0.04442144,0.044169847,0.07106667,0.0707
61,61,1,0.05094945,0.050206833,0.086666666,0.0824
41,91,1,0.050017312,0.049521014,0.0871,0.0852
91,1,41,0.046130553,0.045980785,0.0731,0.0714
41,1,91,0.044152338,0.043930326,0.06848333,0.0679
91,41,1,0.050292917,0.049705714,0.086433336,0.085
1,41,91,0.044531986,0.044435654,0.06985,0.0677
1,91,41,0.045730922,0.04541811,0.07503334,0.0733
31,11,11,0.047103893,0.046712767,0.0767,0.0756
11,31,11,0.046709195,0.046003275,0.07825,0.0762
11,11,31,0.045950867,0.045548756,0.07593333,0.0744
51,1,81,0.044244986,0.043989725,0.06751667,0.0675
81,51,1,0.05103983,0.05062198,0.08845,0.0848
1,51,81,0.044213768,0.044103917,0.06858333,0.0682
1,81,51,0.0438078,0.04325584,0.06855,0.0644
81,1,51,0.04438274,0.043866035,0.06925,0.0689
51,81,1,0.050664786,0.05009916,0.086833335,0.0839
1,71,61,0.04534014,0.044850055,0.07068333,0.0687
61,1,71,0.044164777,0.043799106,0.0671,0.0671
71,1,61,0.043724693,0.04323392,0.067216665,0.0666
61,71,1,0.050414253,0.04985395,0.08625,0.0852
1,61,71,0.04419057,0.044226885,0.067883335,0.0688
71,61,1,0.04941044,0.048842814,0.08725,0.0833
51,91,1,0.050746214,0.049941406,0.085883334,0.0826
1,91,51,0.04345748,0.043144796,0.07061667,0.0688
51,1,91,0.043232225,0.04291447,0.0665,0.0659
91,1,51,0.044096883,0.043655526,0.0694,0.0664
91,51,1,0.04950909,0.048618447,0.08573333,0.0826
1,51,91,0.04396292,0.043744657,0.06741667,0.0671
21,11,21,0.0449199,0.04442771,0.07351667,0.071
21,21,11,0.047636934,0.047410034,0.0775,0.0762
11,21,21,0.0457265,0.045230392,0.0745,0.072
81,1,61,0.044301797,0.0443491,0.0662,0.0667
61,1,81,0.043087587,0.042816743,0.065516666,0.0655
61,81,1,0.050192785,0.049665503,0.0859,0.083
81,61,1,0.049382333,0.048715122,0.087633334,0.0827
1,61,81,0.044171266,0.043817412,0.0684,0.0649
1,81,61,0.04433303,0.044013422,0.0662,0.0654
11,11,41,0.04382667,0.043594126,0.06893333,0.068
41,11,11,0.047411636,0.047129527,0.07698333,0.0772
11,41,11,0.04682865,0.04645766,0.07373333,0.0707
71,71,1,0.05038492,0.049806636,0.08681667,0.0836
1,71,71,0.043422103,0.043120798,0.0667,0.0635
71,1,71,0.041863706,0.041565537,0.06346667,0.0638
61,1,91,0.042865857,0.042567946,0.0658,0.0645
1,61,91,0.041918267,0.04157108,0.062866665,0.0618
91,61,1,0.050843693,0.05036188,0.08665,0.083
61,91,1,0.049817286,0.04918377,0.085983336,0.0812
91,1,61,0.04210637,0.041902144,0.063216664,0.0627
1,91,61,0.043809865,0.043552775,0.0661,0.0676
81,1,71,0.04208266,0.04193224,0.06533334,0.0643
71,1,81,0.042032685,0.0417095,0.06361666,0.0619
81,71,1,0.05014461,0.049608253,0.08933333,0.0862
71,81,1,0.050690904,0.049958717,0.08875,0.0857
1,81,71,0.042578507,0.042347748,0.06505,0.0653
1,71,81,0.0440538,0.043858044,0.06615,0.0651
11,11,51,0.04274141,0.04233157,0.064833336,0.0652
11,51,11,0.046013135,0.04559331,0.07451667,0.0725
51,11,11,0.046984598,0.046565328,0.07536667,0.074
91,71,1,0.049756438,0.049253974,0.08716667,0.0858
71,91,1,0.04965405,0.049015217,0.0863,0.0844
71,1,91,0.041873768,0.041791607,0.06106667,0.0586
1,71,91,0.041311305,0.041102868,0.062133335,0.0599
91,1,71,0.042864654,0.042732906,0.06423333,0.0644
1,91,71,0.04289576,0.04252876,0.06465,0.0631
81,81,1,0.04984376,0.049200296,0.085083336,0.082
81,1,81,0.041566774,0.041254815,0.0637,0.0623
1,81,81,0.04246535,0.042320285,0.06275,0.0622
31,11,21,0.043055248,0.042706866,0.067,0.0658
31,21,11,0.045415003,0.044944398,0.07345,0.0721
11,21,31,0.042194415,0.041965395,0.06373333,0.0633
21,11,31,0.042553723,0.04227041,0.066633336,0.0656
21,31,11,0.04600054,0.04561011,0.07438333,0.0722
11,31,21,0.04279875,0.042638525,0.06756666,0.0676
1,81,91,0.042507786,0.042332668,0.06468333,0.0652
81,91,1,0.049838874,0.049157787,0.08645,0.0833
91,1,81,0.041322313,0.0410975,0.060283333,0.0601
81,1,91,0.040320847,0.04003793,0.057283334,0.0582
91,81,1,0.049985677,0.049258895,0.08916666,0.0857
1,91,81,0.04206043,0.04170186,0.061383333,0.0634
61,11,11,0.04506426,0.04480406,0.071833335,0.0716
11,11,61,0.04098663,0.04087116,0.06283333,0.062
11,61,11,0.044734094,0.04447882,0.071383335,0.0712
91,91,1,0.049453877,0.0489099,0.08726667,0.0843
1,91,91,0.041484006,0.04137645,0.061183333,0.0612
91,1,91,0.040136863,0.039969407,0.060283333,0.0596
11,71,11,0.04455108,0.04432634,0.070266664,0.0695
71,11,11,0.045505628,0.045117382,0.07213333,0.0704
11,11,71,0.04113206,0.04102145,0.060816668,0.0609
21,21,21,0.04194107,0.041703418,0.06555,0.0662
21,11,41,0.040783416,0.04041076,0.059333332,0.0585
11,41,21,0.042644765,0.04230772,0.066,0.0654
41,21,11,0.043834116,0.043607123,0.07005,0.0687
11,21,41,0.04014471,0.039998412,0.059216667,0.0606
41,11,21,0.04151395,0.041483995,0.062633336,0.0609
21,41,11,0.04380382,0.043696113,0.07096667,0.0694
11,81,11,0.04501125,0.044785082,0.0705,0.0709
81,11,11,0.044840336,0.044443756,0.07101667,0.0684
11,11,81,0.040140767,0.039924957,0.05485,0.0557
11,31,31,0.04041275,0.04017644,0.05998333,0.06
31,11,31,0.04095423,0.040836163,0.058266666,0.0595
31,31,11,0.044261258,0.0438709,0.070983335,0.0696
11,11,91,0.038911562,0.038966157,0.05401667,0.0535
91,11,11,0.044417858,0.044119976,0.0707,0.0697
11,91,11,0.044057515,0.04398988,0.067933336,0.0686
11,21,51,0.038423087,0.038437672,0.05401667,0.0548
51,11,21,0.04148891,0.041477665,0.061916668,0.0618
21,51,11,0.043504767,0.04332504,0.06808333,0.0658
51,21,11,0.044131912,0.04369575,0.06933333,0.0681
21,11,51,0.03869104,0.038700286,0.054233335,0.0546
11,51,21,0.041319117,0.041029975,0.06145,0.0612
31,21,21,0.040586833,0.040436875,0.06005,0.0586
21,21,31,0.039289497,0.03924612,0.056466665,0.0551
21,31,21,0.04159775,0.041326337,0.058983333,0.059
31,11,41,0.038932044,0.03872914,0.056016665,0.0559
11,41,31,0.038102303,0.037851635,0.053633332,0.0538
41,31,11,0.043937974,0.043673974,0.06866667,0.067
11,31,41,0.038754985,0.038812563,0.05605,0.0594
41,11,31,0.039750326,0.0395228,0.056333333,0.0553
31,41,11,0.043273766,0.042862266,0.06791667,0.0662
61,21,11,0.04332214,0.043073304,0.0666,0.0658
21,11,61,0.039169118,0.03925976,0.055666666,0.0549
11,21,61,0.03762027,0.03773224,0.05165,0.0527
11,61,21,0.03981848,0.03962472,0.0584,0.0583
21,61,11,0.044610165,0.044271875,0.068283334,0.0666
61,11,21,0.040303633,0.040282823,0.060066666,0.0609
21,71,11,0.043169744,0.04295046,0.06685,0.0652
11,21,71,0.036861997,0.0369289,0.04965,0.0497
71,21,11,0.04335361,0.042947955,0.066983335,0.066
71,11,21,0.040670484,0.04055037,0.058,0.0584
11,71,21,0.038792,0.038718138,0.057133332,0.0567
21,11,71,0.036984485,0.03719691,0.04965,0.0492
11,51,31,0.037630923,0.037701204,0.053283334,0.0528
31,11,51,0.036879513,0.03707775,0.04945,0.0511
11,31,51,0.036019582,0.03593215,0.0494,0.0509
51,31,11,0.04387711,0.043632075,0.06538333,0.0646
51,11,31,0.039124988,0.03938077,0.055633333,0.058
31,51,11,0.04339784,0.04312693,0.066533335,0.0667
21,21,41,0.03704666,0.037107497,0.04925,0.051
41,21,21,0.04027015,0.04028461,0.057183333,0.0577
21,41,21,0.038838055,0.038642306,0.05776667,0.0567
41,11,41,0.03739869,0.037310157,0.0494,0.0506
41,41,11,0.042780187,0.042262025,0.06606667,0.0652
11,41,41,0.036992464,0.03688904,0.050383333,0.0517
11,21,81,0.035851244,0.03604837,0.046,0.0471
21,11,81,0.03643187,0.03679492,0.047233332,0.0492
81,21,11,0.042021185,0.041898016,0.063716665,0.0626
21,81,11,0.04299103,0.04294761,0.06708334,0.0691
81,11,21,0.039562862,0.03947766,0.05686667,0.0554
11,81,21,0.039410237,0.0392649,0.057916667,0.0581
21,31,31,0.037626136,0.037655376,0.050216667,0.0531
31,31,21,0.039337046,0.039351694,0.05625,0.0573
31,21,31,0.03740912,0.03731562,0.052483335,0.0546
31,61,11,0.043721102,0.043619704,0.068383336,0.0689
11,61,31,0.037504394,0.037067346,0.051,0.0505
61,31,11,0.042548873,0.04241546,0.06521667,0.0663
61,11,31,0.037659574,0.03748766,0.0522,0.051
31,11,61,0.036064174,0.03614968,0.048233334,0.0504
11,31,61,0.03547827,0.035732206,0.044933334,0.0482
21,91,11,0.041192833,0.04112788,0.06403334,0.064
11,21,91,0.0356327,0.035842836,0.046833333,0.0512
21,11,91,0.035401545,0.035663355,0.046616666,0.0487
91,11,21,0.038823634,0.03895052,0.056333333,0.0545
91,21,11,0.042366605,0.04190456,0.06368333,0.0617
11,91,21,0.039062046,0.03913237,0.054683335,0.0543
21,51,21,0.03972287,0.03972264,0.055233333,0.0554
51,21,21,0.038005747,0.03809037,0.053833332,0.0555
21,21,51,0.037232753,0.037158236,0.0495,0.0515
51,11,41,0.035359137,0.035464186,0.04741667,0.0482
41,11,51,0.03630453,0.03658121,0.048033334,0.0484
41,51,11,0.042717528,0.042784665,0.0636,0.0626
11,51,41,0.037847098,0.03827266,0.050616667,0.0514
51,41,11,0.04175037,0.041731395,0.062033333,0.0645
11,41,51,0.034992374,0.035121564,0.047816668,0.0491
31,11,71,0.03500912,0.035144713,0.0446,0.0463
11,71,31,0.036597736,0.036487203,0.049016666,0.0503
11,31,71,0.03492348,0.035272382,0.04348333,0.046
71,11,31,0.037600506,0.03765483,0.0521,0.053
31,71,11,0.042196617,0.042009145,0.06451666,0.0645
71,31,11,0.042490758,0.042477723,0.063666664,0.0639
21,41,31,0.03540958,0.035532646,0.048116665,0.0489
21,31,41,0.035366286,0.035583925,0.047,0.0479
41,31,21,0.03715942,0.03725629,0.051316667,0.0516
41,21,31,0.035741434,0.03589167,0.048883334,0.0503
31,21,41,0.03654901,0.036608737,0.046933334,0.0484
31,41,21,0.03714814,0.037117675,0.05175,0.0524
21,21,61,0.033891577,0.03389471,0.042783335,0.0425
61,21,21,0.037536785,0.037558727,0.052133333,0.0541
21,61,21,0.037989583,0.03810885,0.052783333,0.0531
11,41,61,0.03546568,0.035662603,0.045416668,0.0469
41,11,61,0.034645494,0.0346456,0.044183332,0.0436
41,61,11,0.041613333,0.041538183,0.061616667,0.0634
61,41,11,0.0430075,0.0431504,0.066583335,0.069
61,11,41,0.035470065,0.03562133,0.045266666,0.047
11,61,41,0.034983166,0.035135936,0.044883333,0.048
11,81,31,0.035160087,0.035200313,0.045916665,0.047
81,11,31,0.035772122,0.03594605,0.047466666,0.0495
81,31,11,0.041180566,0.041079853,0.062216666,0.0628
11,31,81,0.034181044,0.034614716,0.041566666,0.0417
31,81,11,0.041755136,0.041480526,0.0634,0.063
31,11,81,0.034690857,0.035203468,0.043183334,0.044
51,11,51,0.033850983,0.034054514,0.043166667,0.0452
11,51,51,0.03519826,0.035492927,0.045033332,0.0467
51,51,11,0.041278172,0.041053273,0.063483335,0.0615
31,31,31,0.035098128,0.035362978,0.047533333,0.0503
31,11,91,0.03297647,0.0333081,0.041433334,0.0436
91,31,11,0.042164113,0.04201919,0.0633,0.0628
11,91,31,0.035583273,0.03597172,0.04678333,0.0488
31,91,11,0.041492578,0.04149677,0.0625,0.0609
91,11,31,0.035663284,0.035731345,0.04685,0.048
11,31,91,0.035281934,0.035469595,0.042716667,0.0445
71,21,21,0.03795745,0.038122565,0.050666668,0.0512
21,71,21,0.036617268,0.03653957,0.049533334,0.0518
21,21,71,0.03414735,0.034412578,0.042966668,0.0431
41,71,11,0.041394893,0.041233104,0.062216666,0.0619
41,11,71,0.03388801,0.034161627,0.04085,0.0415
71,41,11,0.04102239,0.041176505,0.06205,0.0615
71,11,41,0.03465295,0.034781396,0.043916665,0.0444
11,41,71,0.034803968,0.035144586,0.042516667,0.0428
11,71,41,0.034190096,0.0346854,0.04355,0.0441
51,31,21,0.037383117,0.037193965,0.05025,0.0513
31,21,51,0.03322189,0.03350465,0.0418,0.0438
21,31,51,0.03434172,0.03469412,0.043516666,0.0435
51,21,31,0.036113866,0.03669036,0.046416666,0.0488
21,51,31,0.035032112,0.03546026,0.04645,0.0476
31,51,21,0.036698934,0.036807735,0.050766665,0.0505
11,51,61,0.03407224,0.03431357,0.042933334,0.0417
51,61,11,0.04100243,0.040954452,0.061433334,0.0611
61,11,51,0.033849888,0.03428382,0.0422,0.0443
11,61,51,0.033684872,0.03397301,0.042033333,0.0438
51,11,61,0.033492245,0.03360412,0.041216668,0.0426
61,51,11,0.041312635,0.04131329,0.061783332,0.0634
41,41,21,0.03738954,0.037344713,0.05145,0.0512
41,21,41,0.033975337,0.03425618,0.042283334,0.0448
21,41,41,0.034411132,0.03471127,0.04215,0.0453
21,21,81,0.032438505,0.03261361,0.0395,0.0407
81,21,21,0.037183166,0.03737514,0.0496,0.0524
21,81,21,0.036752168,0.036816925,0.049366668,0.0518
11,41,81,0.03283594,0.033214558,0.040066667,0.0423
11,81,41,0.03503821,0.03546434,0.042266667,0.0434
81,11,41,0.033755463,0.033974007,0.042633332,0.0429
41,81,11,0.042046923,0.042078566,0.062216666,0.0631
41,11,81,0.032728728,0.033224378,0.03955,0.0416
81,41,11,0.040844273,0.04076702,0.061233334,0.0613
41,31,31,0.034260888,0.03434915,0.043633334,0.0433
31,31,41,0.033037186,0.033423744,0.04045,0.0409
31,41,31,0.033559788,0.033874135,0.042433333,0.0441
61,21,31,0.03414737,0.034308832,0.045083333,0.0453
31,21,61,0.032916367,0.03318135,0.03905,0.0396
21,31,61,0.033328924,0.033856183,0.03915,0.0412
31,61,21,0.036384568,0.036442306,0.046983335,0.0487
61,31,21,0.037127122,0.03745795,0.048666667,0.0514
21,61,31,0.034030914,0.034324292,0.0435,0.0431
51,11,71,0.031160358,0.03145969,0.03643333,0.0377
71,11,51,0.033084735,0.03359526,0.040733334,0.0428
11,51,71,0.03239851,0.032677595,0.0409,0.0429
51,71,11,0.04121461,0.04121454,0.062066667,0.0628
11,71,51,0.03229531,0.032704815,0.03865,0.0401
71,51,11,0.040690478,0.040727854,0.06271667,0.0642
21,91,21,0.036164943,0.036267977,0.047866665,0.0475
91,21,21,0.036650773,0.03693633,0.04961667,0.0514
21,21,91,0.032950163,0.03345805,0.0384,0.0397
61,11,61,0.03272322,0.03297754,0.03915,0.0407
61,61,11,0.042476736,0.04231306,0.0622,0.0616
11,61,61,0.032469586,0.033047922,0.03865,0.0405
41,91,11,0.040848054,0.04067758,0.062233333,0.0609
11,91,41,0.03247626,0.032917563,0.04095,0.0425
41,11,91,0.032397278,0.03282601,0.03816667,0.0421
91,11,41,0.03377236,0.03402327,0.0403,0.0415
91,41,11,0.040638242,0.040673885,0.06215,0.0636
11,41,91,0.03265351,0.033219103,0.0365,0.0382
51,21,41,0.03341986,0.033813,0.04083333,0.0429
41,51,21,0.03604217,0.036310486,0.045333333,0.0481
21,51,41,0.033282913,0.033640586,0.041083332,0.0423
21,41,51,0.032141984,0.03275123,0.038533334,0.0429
51,41,21,0.035703972,0.035738796,0.0465,0.0481
41,21,51,0.032414947,0.032768,0.039383333,0.0411
81,51,11,0.040557608,0.040470462,0.059483334,0.0604
81,11,51,0.032767206,0.032844037,0.039616667,0.0408
